Txn_id,Txn_date,Customer_id,Agent_id,Region,Txn_type,Amount (TZS),Sender_balance_before,Receiver_balance_before,Device_type,Hour_of_day,Is_fraud_flag,Unusual_hour_flag,High_amount_flag,Txn_datetime,Rapid_txn_flag,Fraud_risk_score,Risk_Category,Year_month
TXN3466,2025-08-04,CUST0483,AGT0055,Dodoma,BuyAirtime,"281,710 ","502,938 ",0 ,Smartphone,16,0,0,1,6,1,80,High Risk,2025-08
TXN3467,2025-08-24,CUST0141,AGT0181,Mwanza,BuyAirtime,"69,968 ","613,941 ",0 ,Web,17,0,0,0,6,1,60,Medium Risk,2025-08
TXN3468,2025-11-11,CUST0353,AGT0133,Dodoma,Deposit,"478,949 ","692,005 ",0 ,Feature Phone,20,0,0,1,2,0,40,Medium Risk,2025-11
TXN3469,2025-03-08,CUST0323,AGT0147,Dodoma,Send,"231,035 ","309,294 ",0 ,USSD,2,0,0,1,15,1,170,High Risk,2025-03
TXN3470,2025-12-11,CUST0389,AGT0034,Dar,Send,"470,255 ","288,403 ",0 ,USSD,17,0,0,1,3,1,50,Medium Risk,2025-12
TXN3471,2025-08-15,CUST0195,AGT0109,Dodoma,Send,"485,162 ","306,233 ",0 ,USSD,2,0,0,1,6,1,80,High Risk,2025-08
TXN3472,2025-02-07,CUST0130,AGT0083,Mbeya,BuyAirtime,"183,545 ","34,831 ",0 ,USSD,20,0,0,0,14,1,140,High Risk,2025-02
TXN3473,2025-06-16,CUST0112,AGT0084,Mbeya,BuyAirtime,"314,045 ","886,572 ",0 ,Smartphone,18,0,0,1,6,1,80,High Risk,2025-06
TXN3474,2025-07-06,CUST0491,AGT0150,Dodoma,PayBill,"479,196 ","856,465 ",0 ,USSD,18,0,0,1,2,0,40,Medium Risk,2025-07
TXN3475,2025-08-03,CUST0086,AGT0041,Mwanza,Send,"68,943 ","344,912 ",0 ,Smartphone,18,0,0,0,8,1,80,High Risk,2025-08
TXN3476,2025-02-20,CUST0054,AGT0183,Dodoma,Receive,"253,660 ","628,851 ","186,342 ",Smartphone,11,0,0,1,8,1,100,High Risk,2025-02
TXN3477,2025-11-01,CUST0090,AGT0188,Mwanza,Send,"185,691 ","387,873 ",0 ,USSD,12,0,0,0,3,1,30,Low Risk,2025-11
TXN3478,2025-10-28,CUST0192,AGT0154,Mwanza,BuyAirtime,"35,654 ","686,595 ",0 ,Smartphone,0,0,0,0,5,1,50,Medium Risk,2025-10
TXN3479,2025-07-07,CUST0012,AGT0131,Mwanza,Send,"448,908 ","970,581 ",0 ,Smartphone,4,0,0,1,5,1,70,High Risk,2025-07
TXN3480,2025-09-28,CUST0027,AGT0157,Dar,BuyAirtime,"338,027 ","469,704 ",0 ,Web,18,0,0,1,3,1,50,Medium Risk,2025-09
TXN3481,2025-07-25,CUST0398,AGT0051,Dodoma,Withdraw,"226,959 ","827,775 ",0 ,Web,9,0,0,1,5,1,70,High Risk,2025-07
TXN3482,2025-09-01,CUST0217,AGT0167,Dar,Deposit,"160,655 ","654,899 ",0 ,USSD,17,0,0,0,3,1,30,Low Risk,2025-09
TXN3483,2025-01-21,CUST0384,AGT0147,Dodoma,Withdraw,"3,700 ","824,056 ",0 ,USSD,19,1,0,0,6,1,110,High Risk,2025-01
TXN3484,2025-08-21,CUST0137,AGT0082,Mbeya,Receive,"44,633 ","304,456 ","3,457 ",Feature Phone,21,0,0,0,4,1,40,Medium Risk,2025-08
TXN3485,2025-09-28,CUST0165,AGT0036,Arusha,Send,"494,385 ","480,755 ",0 ,USSD,22,0,0,1,4,1,60,Medium Risk,2025-09
TXN3486,2025-03-11,CUST0103,AGT0170,Dodoma,Withdraw,"112,671 ","261,277 ",0 ,Web,12,0,0,0,5,1,50,Medium Risk,2025-03
TXN3487,2025-02-10,CUST0011,AGT0168,Arusha,Withdraw,"294,537 ","664,682 ",0 ,USSD,8,0,0,1,9,1,110,High Risk,2025-02
TXN3488,2025-12-11,CUST0136,AGT0148,Dodoma,Withdraw,"25,808 ","247,456 ",0 ,Smartphone,11,0,0,0,1,0,10,Low Risk,2025-12
TXN3489,2025-10-01,CUST0401,AGT0093,Mbeya,Deposit,"119,483 ","569,986 ",0 ,USSD,21,0,0,0,1,0,10,Low Risk,2025-10
TXN3490,2025-01-21,CUST0193,AGT0106,Dodoma,BuyAirtime,"189,718 ","60,268 ",0 ,Web,20,0,0,0,12,1,120,High Risk,2025-01
TXN3491,2025-01-21,CUST0439,AGT0038,Mwanza,PayBill,"493,364 ","698,980 ",0 ,Web,9,0,0,1,16,1,180,High Risk,2025-01
TXN3492,2025-01-07,CUST0209,AGT0170,Dar,Send,"41,580 ","644,010 ",0 ,Smartphone,8,0,0,0,14,1,140,High Risk,2025-01
TXN3493,2025-11-23,CUST0062,AGT0123,Arusha,PayBill,"454,758 ","229,627 ",0 ,Web,15,0,0,1,1,0,30,Low Risk,2025-11
TXN3494,2025-06-17,CUST0123,AGT0131,Mbeya,Withdraw,"373,210 ","812,610 ",0 ,Web,7,0,0,1,6,1,80,High Risk,2025-06
TXN3495,2025-09-17,CUST0475,AGT0049,Dodoma,BuyAirtime,"350,892 ","673,490 ",0 ,Feature Phone,5,0,0,1,4,1,60,Medium Risk,2025-09
TXN3496,2025-02-01,CUST0415,AGT0124,Dodoma,Withdraw,"347,066 ","71,737 ",0 ,Feature Phone,13,0,0,1,13,1,150,High Risk,2025-02
TXN3497,2025-01-13,CUST0164,AGT0043,Mbeya,Deposit,"122,028 ","712,460 ",0 ,Smartphone,23,0,0,0,17,1,170,High Risk,2025-01
TXN3498,2025-09-15,CUST0473,AGT0162,Dodoma,Receive,"191,917 ","813,182 ","132,820 ",USSD,4,0,0,0,5,1,50,Medium Risk,2025-09
TXN3499,2025-07-21,CUST0066,AGT0054,Dodoma,PayBill,"15,734 ","569,508 ",0 ,USSD,2,0,0,0,1,0,10,Low Risk,2025-07
TXN3500,2025-08-19,CUST0333,AGT0183,Dar,BuyAirtime,"352,125 ","978,405 ",0 ,Smartphone,7,0,0,1,6,1,80,High Risk,2025-08
TXN3501,2025-09-13,CUST0101,AGT0109,Dar,PayBill,"208,436 ","451,878 ",0 ,Feature Phone,6,0,0,1,4,1,60,Medium Risk,2025-09
TXN3502,2025-05-24,CUST0375,AGT0094,Dodoma,Send,"74,192 ","514,385 ",0 ,Feature Phone,6,0,0,0,8,1,80,High Risk,2025-05
TXN3503,2025-03-02,CUST0403,AGT0110,Dar,Send,"468,962 ","609,071 ",0 ,Feature Phone,23,0,0,1,6,1,80,High Risk,2025-03
TXN3504,2025-01-26,CUST0249,AGT0022,Arusha,PayBill,"281,710 ","599,618 ",0 ,Smartphone,22,0,0,1,12,1,140,High Risk,2025-01
TXN3505,2025-02-24,CUST0467,AGT0129,Dar,Send,"237,481 ","416,859 ",0 ,USSD,12,0,0,1,17,1,190,High Risk,2025-02
TXN3506,2025-08-06,CUST0304,AGT0077,Dodoma,PayBill,"281,884 ","241,331 ",0 ,USSD,22,0,0,1,7,1,90,High Risk,2025-08
TXN3507,2025-12-10,CUST0222,AGT0178,Mbeya,BuyAirtime,"79,852 ","538,063 ",0 ,Feature Phone,20,0,0,0,1,0,10,Low Risk,2025-12
TXN3508,2025-11-08,CUST0039,AGT0079,Mbeya,PayBill,"318,639 ","587,750 ",0 ,Web,6,0,0,1,1,0,30,Low Risk,2025-11
TXN3509,2025-09-06,CUST0345,AGT0013,Mbeya,Receive,"235,544 ","543,318 ","245,902 ",Feature Phone,16,0,0,1,3,1,50,Medium Risk,2025-09
TXN3510,2025-09-10,CUST0344,AGT0154,Mbeya,BuyAirtime,"261,234 ","905,388 ",0 ,Smartphone,1,0,0,1,2,0,40,Medium Risk,2025-09
TXN3511,2025-04-11,CUST0310,AGT0060,Mwanza,Receive,"108,869 ","118,109 ","456,837 ",Web,5,0,0,0,6,1,60,Medium Risk,2025-04
TXN3512,2025-04-09,CUST0297,AGT0196,Dodoma,PayBill,"183,467 ","951,942 ",0 ,Smartphone,14,0,0,0,9,1,90,High Risk,2025-04
TXN3513,2025-06-05,CUST0137,AGT0082,Arusha,Receive,"357,510 ","63,679 ","71,002 ",Smartphone,3,0,0,1,9,1,110,High Risk,2025-06
TXN3514,2025-10-29,CUST0289,AGT0019,Arusha,Send,"207,325 ","370,670 ",0 ,Web,21,0,0,1,1,0,30,Low Risk,2025-10
TXN3515,2025-08-18,CUST0249,AGT0015,Mwanza,BuyAirtime,"100,179 ","529,326 ",0 ,USSD,15,0,0,0,6,1,60,Medium Risk,2025-08
TXN3516,2025-06-25,CUST0086,AGT0004,Dar,Withdraw,"406,311 ","423,675 ",0 ,USSD,15,0,0,1,10,1,120,High Risk,2025-06
TXN3517,2025-01-09,CUST0222,AGT0004,Arusha,BuyAirtime,"131,471 ","917,459 ",0 ,Feature Phone,7,0,0,0,13,1,130,High Risk,2025-01
TXN3518,2025-05-26,CUST0062,AGT0064,Arusha,Withdraw,"479,723 ","813,993 ",0 ,USSD,23,0,0,1,6,1,80,High Risk,2025-05
TXN3519,2025-05-16,CUST0434,AGT0076,Arusha,BuyAirtime,"24,508 ","837,845 ",0 ,Web,7,0,0,0,9,1,90,High Risk,2025-05
TXN3520,2025-06-02,CUST0203,AGT0049,Dar,Receive,"105,615 ","872,073 ","386,790 ",Web,9,1,0,0,5,1,100,High Risk,2025-06
TXN3521,2025-01-23,CUST0409,AGT0141,Dodoma,Receive,"408,627 ","80,375 ","299,050 ",Web,6,0,0,1,9,1,110,High Risk,2025-01
TXN3522,2025-09-07,CUST0415,AGT0050,Arusha,Send,"407,594 ","14,513 ",0 ,Web,23,0,0,1,2,0,40,Medium Risk,2025-09
TXN3523,2025-08-24,CUST0250,AGT0102,Dar,PayBill,"476,307 ","747,434 ",0 ,Feature Phone,2,0,0,1,2,0,40,Medium Risk,2025-08
TXN3524,2025-10-09,CUST0276,AGT0123,Mbeya,PayBill,"233,718 ","208,127 ",0 ,Web,22,0,0,1,3,1,50,Medium Risk,2025-10
TXN3525,2025-03-01,CUST0212,AGT0046,Mbeya,Withdraw,"45,808 ","326,101 ",0 ,Smartphone,9,0,0,0,10,1,100,High Risk,2025-03
TXN3526,2025-01-05,CUST0408,AGT0122,Arusha,BuyAirtime,"158,214 ","178,760 ",0 ,Web,20,0,0,0,17,1,170,High Risk,2025-01
TXN3527,2025-12-16,CUST0273,AGT0071,Mwanza,Send,"289,185 ","759,089 ",0 ,Smartphone,17,0,0,1,1,0,30,Low Risk,2025-12
TXN3528,2025-07-01,CUST0287,AGT0054,Dodoma,Receive,"157,727 ","879,135 ","404,376 ",Feature Phone,9,0,0,0,8,1,80,High Risk,2025-07
TXN3529,2025-09-16,CUST0222,AGT0108,Arusha,Send,"139,736 ","245,220 ",0 ,Feature Phone,12,0,0,0,7,1,70,High Risk,2025-09
TXN3530,2025-07-26,CUST0319,AGT0171,Arusha,Deposit,"327,364 ","249,947 ",0 ,Smartphone,17,0,0,1,3,1,50,Medium Risk,2025-07
TXN3531,2025-06-09,CUST0041,AGT0015,Mwanza,Receive,"134,495 ","151,594 ","269,583 ",Feature Phone,12,0,0,0,7,1,70,High Risk,2025-06
TXN3532,2025-03-13,CUST0172,AGT0175,Mbeya,Withdraw,"188,029 ","492,147 ",0 ,Feature Phone,10,0,0,0,7,1,70,High Risk,2025-03
TXN3533,2025-06-18,CUST0422,AGT0139,Dodoma,PayBill,"294,783 ","192,372 ",0 ,Web,6,0,0,1,6,1,80,High Risk,2025-06
TXN3534,2025-12-29,CUST0124,AGT0095,Dar,BuyAirtime,"333,787 ","5,241 ",0 ,USSD,18,0,0,1,1,0,30,Low Risk,2025-12
TXN3535,2025-09-30,CUST0398,AGT0194,Mbeya,BuyAirtime,"139,360 ","91,055 ",0 ,Smartphone,19,0,0,0,4,1,40,Medium Risk,2025-09
TXN3536,2025-01-19,CUST0319,AGT0137,Mbeya,Receive,"337,088 ","697,963 ","241,198 ",Web,9,0,0,1,13,1,150,High Risk,2025-01
TXN3537,2025-08-07,CUST0364,AGT0196,Dar,PayBill,"82,863 ","821,856 ",0 ,Web,20,0,0,0,4,1,40,Medium Risk,2025-08
TXN3538,2025-12-09,CUST0163,AGT0060,Mwanza,BuyAirtime,"203,154 ","492,066 ",0 ,Smartphone,17,0,0,1,3,1,50,Medium Risk,2025-12
TXN3539,2025-07-19,CUST0476,AGT0061,Dodoma,PayBill,"295,534 ","650,106 ",0 ,Feature Phone,9,0,0,1,1,0,30,Low Risk,2025-07
TXN3540,2025-07-29,CUST0189,AGT0187,Dodoma,Send,"86,280 ","333,417 ",0 ,Feature Phone,23,0,0,0,8,1,80,High Risk,2025-07
TXN3541,2025-09-28,CUST0045,AGT0199,Arusha,BuyAirtime,"17,396 ","466,166 ",0 ,USSD,2,0,0,0,4,1,40,Medium Risk,2025-09
TXN3542,2025-03-03,CUST0174,AGT0055,Mwanza,Receive,"328,424 ","163,813 ","52,456 ",USSD,5,0,0,1,8,1,100,High Risk,2025-03
TXN3543,2025-03-03,CUST0395,AGT0099,Mbeya,Withdraw,"351,810 ","982,043 ",0 ,Web,18,0,0,1,8,1,100,High Risk,2025-03
TXN3544,2025-08-04,CUST0152,AGT0167,Arusha,Receive,"348,236 ","112,055 ","474,033 ",Feature Phone,11,0,0,1,6,1,80,High Risk,2025-08
TXN3545,2025-06-29,CUST0387,AGT0014,Mbeya,Deposit,"416,007 ","758,321 ",0 ,Feature Phone,2,0,0,1,4,1,60,Medium Risk,2025-06
TXN3546,2025-05-09,CUST0339,AGT0031,Dar,Receive,"456,569 ","867,840 ","407,248 ",Web,8,0,0,1,9,1,110,High Risk,2025-05
TXN3547,2025-07-19,CUST0302,AGT0042,Arusha,BuyAirtime,"273,709 ","112,208 ",0 ,Feature Phone,11,0,0,1,6,1,80,High Risk,2025-07
TXN3548,2025-07-31,CUST0495,AGT0195,Dodoma,BuyAirtime,"257,378 ","798,014 ",0 ,USSD,5,0,0,1,6,1,80,High Risk,2025-07
TXN3549,2025-04-09,CUST0407,AGT0122,Arusha,Deposit,"407,965 ","320,303 ",0 ,USSD,18,0,0,1,15,1,170,High Risk,2025-04
TXN3550,2025-08-30,CUST0302,AGT0133,Mbeya,Send,"268,562 ","605,862 ",0 ,Feature Phone,20,0,0,1,5,1,70,High Risk,2025-08
TXN3551,2025-02-04,CUST0050,AGT0128,Mbeya,BuyAirtime,"239,800 ","523,174 ",0 ,Smartphone,15,0,0,1,8,1,100,High Risk,2025-02
TXN3552,2025-09-09,CUST0146,AGT0098,Dar,PayBill,"169,939 ","874,719 ",0 ,Smartphone,19,0,0,0,2,0,20,Low Risk,2025-09
TXN3553,2025-05-16,CUST0372,AGT0106,Dar,BuyAirtime,"285,515 ","502,432 ",0 ,Feature Phone,23,0,0,1,8,1,100,High Risk,2025-05
TXN3554,2025-08-09,CUST0166,AGT0168,Dodoma,BuyAirtime,"130,424 ","620,182 ",0 ,Web,5,0,0,0,8,1,80,High Risk,2025-08
TXN3555,2025-11-01,CUST0048,AGT0176,Mwanza,PayBill,"197,966 ","843,286 ",0 ,Feature Phone,15,0,0,0,3,1,30,Low Risk,2025-11
TXN3556,2025-02-13,CUST0129,AGT0199,Mbeya,Send,"416,385 ","113,415 ",0 ,Web,5,0,0,1,12,1,140,High Risk,2025-02
TXN3557,2025-04-24,CUST0309,AGT0175,Dodoma,PayBill,"33,355 ","944,094 ",0 ,Feature Phone,5,0,0,0,11,1,110,High Risk,2025-04
TXN3558,2025-04-17,CUST0344,AGT0134,Dodoma,BuyAirtime,"314,386 ","64,088 ",0 ,Web,4,0,0,1,4,1,60,Medium Risk,2025-04
TXN3559,2025-10-24,CUST0413,AGT0064,Mwanza,Deposit,"417,896 ","511,970 ",0 ,Web,15,0,0,1,3,1,50,Medium Risk,2025-10
TXN3560,2025-11-15,CUST0431,AGT0019,Mwanza,Receive,"145,142 ","760,928 ","363,921 ",Smartphone,12,0,0,0,1,0,10,Low Risk,2025-11
TXN3561,2025-07-27,CUST0121,AGT0116,Mbeya,BuyAirtime,"306,516 ","6,411 ",0 ,USSD,23,0,0,1,3,1,50,Medium Risk,2025-07
TXN3562,2025-12-21,CUST0323,AGT0019,Dodoma,BuyAirtime,"318,114 ","693,625 ",0 ,USSD,22,0,0,1,2,0,40,Medium Risk,2025-12
TXN3563,2025-07-05,CUST0315,AGT0093,Dodoma,Receive,"53,407 ","156,590 ","119,835 ",Web,3,0,0,0,2,0,20,Low Risk,2025-07
TXN3564,2025-05-31,CUST0315,AGT0192,Dar,PayBill,"328,423 ","811,613 ",0 ,Web,17,0,0,1,5,1,70,High Risk,2025-05
TXN3565,2025-07-10,CUST0004,AGT0143,Mwanza,Receive,"45,457 ","742,234 ","433,108 ",Web,12,0,0,0,4,1,40,Medium Risk,2025-07
TXN3566,2025-02-21,CUST0040,AGT0016,Arusha,Receive,"258,847 ","397,597 ","333,025 ",Smartphone,12,0,0,1,4,1,60,Medium Risk,2025-02
TXN3567,2025-11-24,CUST0035,AGT0006,Mbeya,Receive,"196,016 ","576,167 ","277,487 ",Web,19,0,0,0,4,1,40,Medium Risk,2025-11
TXN3568,2025-01-08,CUST0217,AGT0020,Dar,Receive,"486,075 ","125,927 ","202,556 ",Smartphone,19,0,0,1,13,1,150,High Risk,2025-01
TXN3569,2025-12-26,CUST0388,AGT0138,Mwanza,Receive,"24,306 ","868,749 ","420,923 ",Web,0,0,0,0,1,0,10,Low Risk,2025-12
TXN3570,2025-02-25,CUST0404,AGT0018,Dar,Withdraw,"108,252 ","371,260 ",0 ,Web,1,0,0,0,6,1,60,Medium Risk,2025-02
TXN3571,2025-06-24,CUST0238,AGT0057,Mbeya,BuyAirtime,"288,363 ","802,046 ",0 ,Feature Phone,21,0,0,1,4,1,60,Medium Risk,2025-06
TXN3572,2025-04-30,CUST0419,AGT0037,Mbeya,Send,"131,039 ","231,384 ",0 ,Smartphone,23,0,0,0,8,1,80,High Risk,2025-04
TXN3573,2025-01-05,CUST0464,AGT0085,Dodoma,Withdraw,"435,368 ","711,511 ",0 ,Web,20,0,0,1,10,1,120,High Risk,2025-01
TXN3574,2025-05-18,CUST0453,AGT0114,Mwanza,PayBill,"179,011 ","194,922 ",0 ,Smartphone,16,0,0,0,6,1,60,Medium Risk,2025-05
TXN3575,2025-03-21,CUST0019,AGT0016,Dar,BuyAirtime,"466,242 ","625,382 ",0 ,Feature Phone,9,0,0,1,3,1,50,Medium Risk,2025-03
TXN3576,2025-06-27,CUST0488,AGT0119,Dodoma,BuyAirtime,"73,694 ","395,822 ",0 ,USSD,10,0,0,0,12,1,120,High Risk,2025-06
TXN3577,2025-01-07,CUST0486,AGT0136,Mwanza,PayBill,"405,043 ","923,863 ",0 ,USSD,14,0,0,1,9,1,110,High Risk,2025-01
TXN3578,2025-12-22,CUST0109,AGT0039,Arusha,Receive,"150,459 ","852,310 ","4,346 ",USSD,6,0,0,0,1,0,10,Low Risk,2025-12
TXN3579,2025-12-08,CUST0490,AGT0089,Dodoma,Deposit,"225,650 ","521,176 ",0 ,Web,23,0,0,1,1,0,30,Low Risk,2025-12
TXN3580,2025-03-29,CUST0092,AGT0141,Dar,Send,"16,677 ","25,953 ",0 ,Web,13,0,0,0,10,1,100,High Risk,2025-03
TXN3581,2025-01-10,CUST0474,AGT0071,Dodoma,Receive,"7,405 ","121,772 ","145,608 ",USSD,18,0,0,0,14,1,140,High Risk,2025-01
TXN3582,2025-04-20,CUST0462,AGT0150,Dar,Send,"466,867 ","21,467 ",0 ,Feature Phone,15,0,0,1,10,1,120,High Risk,2025-04
TXN3583,2025-09-11,CUST0057,AGT0089,Arusha,BuyAirtime,"13,947 ","670,989 ",0 ,USSD,18,0,0,0,8,1,80,High Risk,2025-09
TXN3584,2025-08-14,CUST0273,AGT0078,Dar,Deposit,"4,230 ","570,200 ",0 ,Smartphone,23,0,0,0,7,1,70,High Risk,2025-08
TXN3585,2025-03-06,CUST0326,AGT0174,Dodoma,PayBill,"135,466 ","587,300 ",0 ,Web,19,0,0,0,5,1,50,Medium Risk,2025-03
TXN3586,2025-10-01,CUST0479,AGT0132,Arusha,PayBill,"203,299 ","870,854 ",0 ,Feature Phone,8,0,0,1,3,1,50,Medium Risk,2025-10
TXN3587,2025-10-09,CUST0467,AGT0024,Dar,Send,"38,660 ","434,124 ",0 ,Web,3,0,0,0,4,1,40,Medium Risk,2025-10
TXN3588,2025-08-20,CUST0377,AGT0016,Dodoma,Send,"283,060 ","613,022 ",0 ,Smartphone,23,0,0,1,5,1,70,High Risk,2025-08
TXN3589,2025-01-14,CUST0204,AGT0152,Dar,PayBill,"280,132 ","208,763 ",0 ,Smartphone,1,0,0,1,13,1,150,High Risk,2025-01
TXN3590,2025-06-23,CUST0044,AGT0194,Mwanza,BuyAirtime,"147,197 ","394,125 ",0 ,Smartphone,16,0,0,0,12,1,120,High Risk,2025-06
TXN3591,2025-02-16,CUST0372,AGT0148,Dar,Send,"312,626 ","606,468 ",0 ,USSD,16,0,0,1,12,1,140,High Risk,2025-02
TXN3592,2025-05-15,CUST0436,AGT0017,Mwanza,BuyAirtime,"87,282 ","774,463 ",0 ,Web,1,0,0,0,5,1,50,Medium Risk,2025-05
TXN3593,2025-09-11,CUST0305,AGT0107,Mwanza,Deposit,"222,941 ","10,420 ",0 ,Web,23,0,0,1,4,1,60,Medium Risk,2025-09
TXN3594,2025-01-27,CUST0252,AGT0106,Dodoma,BuyAirtime,"105,570 ","21,114 ",0 ,Web,12,0,0,0,7,1,70,High Risk,2025-01
TXN3595,2025-02-07,CUST0034,AGT0090,Dodoma,Send,"135,687 ","887,512 ",0 ,USSD,9,0,0,0,8,1,80,High Risk,2025-02
TXN3596,2025-12-13,CUST0439,AGT0062,Mwanza,PayBill,"306,254 ","851,884 ",0 ,Web,22,0,0,1,2,0,40,Medium Risk,2025-12
TXN3597,2025-08-26,CUST0141,AGT0157,Arusha,BuyAirtime,"64,531 ","47,618 ",0 ,USSD,21,0,0,0,5,1,50,Medium Risk,2025-08
TXN3598,2025-11-03,CUST0049,AGT0094,Arusha,Receive,"270,674 ","6,088 ","88,249 ",Feature Phone,18,0,0,1,4,1,60,Medium Risk,2025-11
TXN3599,2025-10-24,CUST0068,AGT0122,Mbeya,Deposit,"13,414 ","894,668 ",0 ,Smartphone,21,0,0,0,3,1,30,Low Risk,2025-10
TXN3600,2025-12-16,CUST0192,AGT0138,Mwanza,BuyAirtime,"407,751 ","540,611 ",0 ,USSD,4,0,0,1,3,1,50,Medium Risk,2025-12
TXN3601,2025-01-20,CUST0020,AGT0059,Dodoma,PayBill,"122,386 ","664,476 ",0 ,Smartphone,0,0,0,0,11,1,110,High Risk,2025-01
TXN3602,2025-05-23,CUST0107,AGT0126,Dar,Receive,"410,450 ","891,688 ","368,181 ",USSD,0,0,0,1,5,1,70,High Risk,2025-05
TXN3603,2025-10-24,CUST0122,AGT0039,Arusha,Deposit,"408,620 ","258,149 ",0 ,USSD,10,0,0,1,3,1,50,Medium Risk,2025-10
TXN3604,2025-05-21,CUST0085,AGT0083,Dodoma,Withdraw,"379,712 ","507,084 ",0 ,Smartphone,13,0,0,1,6,1,80,High Risk,2025-05
TXN3605,2025-03-06,CUST0177,AGT0189,Mwanza,Deposit,"74,194 ","378,458 ",0 ,Feature Phone,16,0,0,0,12,1,120,High Risk,2025-03
TXN3606,2025-07-20,CUST0123,AGT0041,Dar,Deposit,"394,863 ","575,390 ",0 ,Smartphone,19,0,0,1,5,1,70,High Risk,2025-07
TXN3607,2025-11-02,CUST0148,AGT0061,Dodoma,Withdraw,"251,155 ","810,906 ",0 ,USSD,7,0,0,1,1,0,30,Low Risk,2025-11
TXN3608,2025-03-18,CUST0471,AGT0018,Mbeya,Receive,"366,028 ","894,835 ","405,717 ",Smartphone,11,0,0,1,10,1,120,High Risk,2025-03
TXN3609,2025-12-16,CUST0052,AGT0112,Dodoma,Withdraw,"314,086 ","394,714 ",0 ,Smartphone,14,0,0,1,1,0,30,Low Risk,2025-12
TXN3610,2025-04-19,CUST0188,AGT0188,Mbeya,PayBill,"299,912 ","518,858 ",0 ,Web,9,0,0,1,7,1,90,High Risk,2025-04
TXN3611,2025-09-17,CUST0204,AGT0152,Dodoma,Receive,"174,453 ","193,090 ","250,155 ",Smartphone,6,0,0,0,2,0,20,Low Risk,2025-09
TXN3612,2025-06-19,CUST0061,AGT0117,Arusha,Withdraw,"247,836 ","431,223 ",0 ,Smartphone,21,0,0,1,7,1,90,High Risk,2025-06
TXN3613,2025-01-21,CUST0221,AGT0164,Mwanza,Send,"69,003 ","178,424 ",0 ,USSD,4,0,0,0,9,1,90,High Risk,2025-01
TXN3614,2025-07-12,CUST0438,AGT0051,Mwanza,Deposit,"163,905 ","68,426 ",0 ,USSD,22,0,0,0,4,1,40,Medium Risk,2025-07
TXN3615,2025-01-21,CUST0033,AGT0150,Mbeya,Deposit,"287,742 ","8,698 ",0 ,Web,23,0,0,1,14,1,160,High Risk,2025-01
TXN3616,2025-06-28,CUST0277,AGT0117,Dodoma,PayBill,"420,950 ","807,900 ",0 ,Smartphone,1,0,0,1,9,1,110,High Risk,2025-06
TXN3617,2025-07-03,CUST0228,AGT0169,Arusha,Deposit,"412,133 ","54,063 ",0 ,Smartphone,15,0,0,1,8,1,100,High Risk,2025-07
TXN3618,2025-04-05,CUST0474,AGT0075,Arusha,Receive,"152,824 ","663,969 ","22,744 ",Smartphone,8,0,0,0,10,1,100,High Risk,2025-04
TXN3619,2025-02-11,CUST0020,AGT0155,Dar,Receive,"132,115 ","712,300 ","232,414 ",Smartphone,20,0,0,0,9,1,90,High Risk,2025-02
TXN3620,2025-11-13,CUST0464,AGT0004,Dodoma,BuyAirtime,"369,548 ","516,630 ",0 ,Feature Phone,15,0,0,1,2,0,40,Medium Risk,2025-11
TXN3621,2025-10-25,CUST0024,AGT0155,Dodoma,Deposit,"59,603 ","102,125 ",0 ,Smartphone,23,0,0,0,4,1,40,Medium Risk,2025-10
TXN3622,2025-08-05,CUST0104,AGT0140,Mwanza,Withdraw,"493,912 ","503,239 ",0 ,USSD,3,0,0,1,10,1,120,High Risk,2025-08
TXN3623,2025-12-07,CUST0395,AGT0088,Dodoma,Withdraw,"74,157 ","212,582 ",0 ,Smartphone,15,0,0,0,1,0,10,Low Risk,2025-12
TXN3624,2025-06-30,CUST0012,AGT0153,Dar,PayBill,"235,571 ","602,511 ",0 ,Feature Phone,21,0,0,1,6,1,80,High Risk,2025-06
TXN3625,2025-01-12,CUST0165,AGT0194,Dodoma,Deposit,"267,213 ","976,094 ",0 ,USSD,6,0,0,1,10,1,120,High Risk,2025-01
TXN3626,2025-09-28,CUST0195,AGT0016,Mbeya,PayBill,"484,851 ","621,031 ",0 ,USSD,10,0,0,1,4,1,60,Medium Risk,2025-09
TXN3627,2025-06-22,CUST0018,AGT0027,Dar,Deposit,"343,970 ","641,179 ",0 ,Feature Phone,4,0,0,1,8,1,100,High Risk,2025-06
TXN3628,2025-09-22,CUST0376,AGT0103,Dar,PayBill,"365,413 ","652,497 ",0 ,Feature Phone,23,0,0,1,3,1,50,Medium Risk,2025-09
TXN3629,2025-07-24,CUST0432,AGT0147,Dar,PayBill,"288,170 ","266,728 ",0 ,USSD,19,0,0,1,8,1,100,High Risk,2025-07
TXN3630,2025-01-21,CUST0157,AGT0057,Mwanza,Deposit,"434,807 ","828,789 ",0 ,Smartphone,10,0,0,1,8,1,100,High Risk,2025-01
TXN3631,2025-07-16,CUST0440,AGT0115,Arusha,PayBill,"265,543 ","713,850 ",0 ,USSD,20,0,0,1,12,1,140,High Risk,2025-07
TXN3632,2025-11-13,CUST0276,AGT0196,Mbeya,PayBill,"402,586 ","650,699 ",0 ,Web,20,0,0,1,2,0,40,Medium Risk,2025-11
